username,rating,sentiment,date,review,clean_review
Vin H,1,Negative,2026-04-04 19:04:18,The most unreliable app in Jakarta right now. Waited for more than 90 mins for our food and turns out they couldn't find a driver without any notice or whatsoever from the app so we have to manually cancel our orders,unreliable jakarta right waited min food turn couldnt find driver without notice whatsoever manually cancel order
yhjitsh,2,Negative,2026-04-04 18:51:40,"sp poinless this app. its so annoying to share location, to look for the address where to go etc same on iphone......just like an old waze. would love to open more in google maps insteand their maps. also Vietnam some places are missmatching",poinless annoying share location look address etc iphonejust like old waze love open google map insteand map vietnam place missmatching
asyikin Kpmb,5,Positive,2026-04-04 18:49:27,convenience,convenience
Ilham Irhamsyah,1,Negative,2026-04-04 18:12:34,"grab lg error ya? ya masa 3x order grab food, delay terus, dr sisi merchant sdh siap, tp ketika pesanan sdh ready malah dpt divernya yg posisinya jauh dr merchant, akhirnya jd pd bete krn nunggu lama & pesanan datang sdh dlm keadaan dingin, pdhal sdh pilih prioritas... konsumen ga mgkn kasih nilai jelek ke merchant & driver, krn sama saja mengurangi rezeki mereka... agar diperbaiki pencarian driver terdekat dr merchant... udah bayar mahal eh dpt zonk...",error masa order food delay terus sisi merchant sdh siap ketika pesanan sdh ready malah dpt divernya posisinya jauh merchant akhirnya bete krn nunggu lama pesanan datang sdh dlm keadaan dingin pdhal sdh pilih prioritas konsumen mgkn kasih nilai jelek merchant driver krn sama saja mengurangi rezeki mereka agar diperbaiki pencarian driver terdekat merchant udah bayar mahal dpt zonk
Joshua Angelo Arellano,5,Positive,2026-04-04 17:45:38,"A great app that when im hungry, i have food delivered to me by grab.",great hungry food delivered
Lalisa Manoban,5,Positive,2026-04-04 17:23:26,A very useful all-in-one app! Transportation and food delivery are quick and convenient.,useful allinone transportation food delivery quick convenient
Lugnam S.,3,Neutral,2026-04-04 17:17:58,Stop this freaking stupid dual order if you can't make it proper for a driver to update on both chat! I have placed one order but selected for different restaurant and driver send me the pic of proof only one chat and I could not find another one as it was from the local so restaurant so therr is no bill attached!,stop freaking stupid dual order cant make proper driver update chat placed order selected different restaurant driver send pic proof chat find another local restaurant therr bill attached
Miseba,5,Positive,2026-04-04 17:12:12,"Grab is truly an 'everyday everything' app. I use it for my morning commute, ordering lunch via GrabFood, and even paying my utility bills. The GrabPay integration is seamless, especially with the PayLater option that helps me manage my monthly budget without needing a credit card. It’s a must-have for anyone living in or visiting Southeast Asia for pure convenience",truly everyday everything morning commute ordering lunch via grabfood even paying utility bill grabpay integration seamless especially paylater option help manage monthly budget without needing credit card musthave anyone living visiting southeast asia pure convenience
Keii Senseiii,1,Negative,2026-04-04 17:02:06,"This app is trash,why is ALL restaurant in my town unavailable in my app?i did everything i can and this app is very useless...?My other friends app grab works normally and shows all shops around our town, while my grab app says neither it doesn't exist or busy...ugh..",trashwhy restaurant town unavailable appi everything uselessmy friend work normally show shop around town say neither doesnt exist busyugh
sambas suryadi (sambis),3,Neutral,2026-04-04 17:01:20,"pas mau pake lgi buru² minta update, malesin banget. update boleh, tapi jangan maksa sampe gk bisa dopake kalo gak diturutin",pa mau pake lgi buru minta update malesin banget update boleh tapi jangan maksa sampe bisa dopake kalo gak diturutin
Y s,1,Negative,2026-04-04 16:49:07,cutlery should be given by default,cutlery given default
wan qhaisara,5,Positive,2026-04-04 16:35:47,goood,goood
Trung Tran,2,Negative,2026-04-04 16:28:33,"map ngu vãi, ghi rõ đường, tên cty, địa điểm mà k hiển thị vị trí ra để chọn được",map ngu ghi cty hin chn
Victoria cadauan,5,Positive,2026-04-04 16:02:22,good,good
Niko,1,Negative,2026-04-04 15:59:19,"udah sekitar 1 bulan ini, dapet driver hampir selalu jauh, udah vip masih ada opsi priority booking dan berbayar. maksudnya apa???",udah sekitar bulan ini dapet driver hampir selalu jauh udah vip masih ada opsi priority booking dan berbayar maksudnya apa
Khairin nisa,5,Positive,2026-04-04 15:39:18,"I would like to report an issue regarding my Grab account being suspended. I received a notice saying it was due to “abnormal activity,” but I believe this may be a mistake as I have not violated any terms or misused the platform. What concerns me more is that when I tried to register or log in using different phone numbers and even a different device, those accounts were also immediately suspended. I kindly request your team to review my case and clarify the reason behind this suspension.",like report issue regarding account suspended received notice saying due abnormal activity believe may mistake violated term misused platform concern tried register log using different phone number even different device account immediately suspended kindly request team review case clarify reason behind suspension
Mat BMX,5,Positive,2026-04-04 15:36:46,"Alhamdulillah, terimakaseh 🙏",alhamdulillah terimakaseh
Marah Mohammad,5,Positive,2026-04-04 15:08:46,👍👍,
RODOLFO FERNANDEZ JR,5,Positive,2026-04-04 14:52:42,useful and easy,useful easy
sjanadi pangestu,1,Negative,2026-04-04 14:29:38,grab bike parah!!! selalu dapat driver jauh dari lokasi penjemputan!!!!,bike parah selalu dapat driver jauh dari lokasi penjemputan
MD DAGIR KHAN,5,Positive,2026-04-04 14:08:35,good,good
Victor Petrus,1,Negative,2026-04-04 14:02:39,"A very bad experience, especially when you order Food grab. Not recommended for grab food delivery. better choose others app like food panda or else... the reason is simple, I wait for almost 1 hour for my food and in the end it keeps delayed. Annoying..I have given more tips before now I won't use this app for food delivery only transportation is recommended...",bad experience especially order food recommended food delivery better choose others like food panda else reason simple wait almost hour food end keep delayed annoyingi given tip wont food delivery transportation recommended
Saifulazlan Ramli,5,Positive,2026-04-04 13:52:19,Great experience so far. The features are useful and everything works perfectly.,great experience far feature useful everything work perfectly
Dinaa Almaghfira,5,Positive,2026-04-04 13:39:01,"sangat membantu, terimakasih. sukses terus💚💚💚",sangat membantu terimakasih sukses terus
Sharzein 47,5,Positive,2026-04-04 13:15:09,bagus,bagus
Mr.Lucky Shine,5,Positive,2026-04-04 12:58:55,good service,good service
DAT Nguyen,1,Negative,2026-04-04 12:54:58,"tài xế tự động hủy quá nhiều, đặt giao đồ hết 2 tài xế mà hết 2 người hủy cuối cùng phải bù thêm tiền cho chuyến mới. Quá tệ",nhiu giao ngi cui cng phi thm tin cho chuyn
Zullutfi Mahayuddin,1,Negative,2026-04-04 12:50:38,troublesome app,troublesome
Nang Ayob,1,Negative,2026-04-04 12:31:53,if its not 30 something fare it wont pick you up.. i hope in the future this app go broke,something fare wont pick hope future broke
Jonathan Karel,1,Negative,2026-04-04 12:19:28,Iklan di aplikasinya ganggu,iklan aplikasinya ganggu
วาย ยันโส,5,Positive,2026-04-04 11:53:31,good,good
Anh Tai Nguyen,5,Positive,2026-04-04 11:51:35,ok hơi lâu,
Choong Shoau Sean Ceem86,3,Neutral,2026-04-04 11:42:57,why tiada celcomdigi ....(Sigh)(sigh),tiada celcomdigi sighsigh
Sung Jin Woo,1,Negative,2026-04-04 11:15:00,"If you report something, customer service will think you're asking for a refund.",report something customer service think youre asking refund
Yesodha Spillai,1,Negative,2026-04-04 11:11:18,"on 1/4/2026, I booked grab to CIQ, the drive told his waiting at pondok police bantuan. But he was not there and cancelled, then made me pay RM 3. IM NOT HAPPY WITH THIS TYPE OF SERVICE",booked ciq drive told waiting pondok police bantuan cancelled made pay happy type service
Andre Niño Mogello,5,Positive,2026-04-04 10:59:39,fast and affordable,fast affordable
James Dean,1,Negative,2026-04-04 10:34:59,"Be careful giving them your card details. I was recently overcharged almost double the value of my journey by driver. In order to get refund, you must go through burdensome refund process, and you must do it in 3 days. Along with refund, I asked to be requested to provide authorisation for such charges in future and a small compensation for time spent on the issue. Both requests refused. System is dangerously favourable for drivers and too burdensome for customers.",careful giving card detail recently overcharged almost double value journey driver order refund must burdensome refund process must day along refund asked requested provide authorisation charge future small compensation time spent issue request refused system dangerously favourable driver burdensome customer
Razz Rj,5,Positive,2026-04-04 10:34:52,very good,good
Yu Htet,3,Neutral,2026-04-04 10:32:40,good,good
Shine Lay,5,Positive,2026-04-04 10:07:43,good,good
Li Na,1,Negative,2026-04-04 09:08:20,Lag,lag
Sunil Nepali,5,Positive,2026-04-04 08:33:50,good,good
maung kan,5,Positive,2026-04-04 07:43:43,ok,
Khairy Abdullah,5,Positive,2026-04-04 07:28:59,very polite and punctuality,polite punctuality
Ryan Joel Natuel,3,Neutral,2026-04-04 07:09:41,verrygood,verrygood
Yuliana Dinda,1,Negative,2026-04-04 06:08:07,"- CS Grab susah untuk di akses selain call center. Tolong sediakan CS by chat di aplikasi grab. - Pesan grabfood estimasi sampai sekitar 2 jam udah stress nih aplikasi. Gabisa di cancel juga maksudnya gimana ya? Tolong kalau estimasi pengantaran sudah lebih dari waktu, sediakan opsi cancel dari customer. Tadi setelah saya hubungi CS ternyata makanan juga belum di prepare dari resto padahal sudah nunggu 1,5 jam. Makin buruk aja pelayanan grab",susah untuk akses selain call center tolong sediakan chat aplikasi pesan grabfood estimasi sampai sekitar jam udah stress nih aplikasi gabisa cancel juga maksudnya gimana tolong kalau estimasi pengantaran sudah lebih dari waktu sediakan opsi cancel dari customer tadi setelah saya hubungi ternyata makanan juga belum prepare dari resto padahal sudah nunggu jam makin buruk aja pelayanan
Jude Mendoza,5,Positive,2026-04-04 05:07:58,very convinient app,convinient
Bilal Shah,5,Positive,2026-04-04 03:33:43,"Very convenient and easy to use. Booking was quick, the driver was polite, and the ride was smooth. Really helpful app for daily travel.",convenient easy booking quick driver polite ride smooth really helpful daily travel
One Peace,1,Negative,2026-04-04 02:49:31,bakit walang cancellation sa cs ? pinapahirapan niyo mga rider niyo imbes hindi na magtatagal dami niyo pakulo kawawa cs at delivery rider sa systema niyo,bakit walang cancellation pinapahirapan niyo mga rider niyo imbes hindi magtatagal dami niyo pakulo kawawa delivery rider systema niyo
Tina Widuri,1,Negative,2026-04-04 01:28:37,Not recommended,recommended
S.F.K PULCO,5,Positive,2026-04-04 00:19:30,"Best Delivery, Rides I Had In South east Asia from experience in aIndonisia used it A lot over the last 10 years, and in Malaysia whenever I visit it just gets better, well. recommended. thanks Grab Team & Staff. GO GRAB !!!",best delivery ride south east asia experience aindonisia used lot last year malaysia whenever visit get better well recommended thanks team staff
tsnim amni,5,Positive,2026-04-04 00:07:09,the most frequent app that I use.,frequent
